runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,root g value,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
0.019764,13,25,4937,12962,2236,2225,0.001462,0.000268,0.001917,0.007971,0.010904,0.027657,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-20-random-6.scen
0.055793,9,17,21204,59920,4371,4357,0.000487,0.001832,0.003033,0.035171,0.036227,0.049244,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/maze-128-128-10-random-17.scen
0.061834,34,67,13299,42674,3444,3431,0.005394,0.002197,0.007113,0.032883,0.043876,0.035993,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-20-even-2.scen
0.021119,3,5,8454,20122,2778,2774,6.7e-05,0.000269,0.000777,0.008854,0.009006,0.025887,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/lak303d-even-15.scen
0.095322,7,13,124203,15034,1628,1684,0.00032,0.000329,0.000778,0.007997,0.008625,0.012621,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/room-64-64-16-random-19.scen
0.20508,28,55,68526,199914,8649,8616,0.003176,0.006617,0.014977,0.147751,0.1542,0.092075,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/maze-128-128-10-even-20.scen
0.20731,48,95,63731,151620,6662,6612,0.008607,0.00709,0.02456,0.144285,0.161418,0.086354,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ht_chantry-even-23.scen
0.006382,3,5,2018,5622,1520,1520,0.000167,6.9e-05,0.000237,0.001086,0.001362,0.018452,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-10-even-12.scen
0.001278,1,1,382,973,372,372,6e-06,0,0,0,0,0.006948,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-10-random-10.scen
0.257067,6,11,30667,81105,11716,11713,0.000932,0.001923,0.019591,0.084251,0.085699,0.181512,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/w_woundedcoast-random-10.scen
0.03155,18,35,5726,18836,3178,3177,0.002826,0.000449,0.003637,0.011073,0.016613,0.041959,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-10-random-7.scen
0.047134,3,5,9086,25992,6795,6795,0.000396,0.000171,0.001502,0.005958,0.006388,0.186972,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/den520d-random-8.scen
0.090828,7,13,17928,46883,10814,10812,0.001432,0.000632,0.00672,0.021642,0.023542,0.470228,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Paris_1_256-random-20.scen
0.008939,11,21,2586,6673,892,882,0.000522,0.000406,0.000732,0.005019,0.006108,0.002299,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/maze-32-32-2-even-25.scen
0.02675,19,37,4707,16911,2178,2175,0.002974,0.000318,0.002693,0.010168,0.016185,0.02708,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-48-48-even-24.scen
0.035205,37,73,6312,21101,1363,1344,0.005028,0.001983,0.004002,0.017623,0.028271,0.009431,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-32-32-10-random-6.scen
0.337037,7,13,37294,108106,16350,16347,0.001565,0.002068,0.025543,0.10534,0.107453,0.2451,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/w_woundedcoast-random-10.scen
0.037714,16,31,15766,35568,1932,1909,0.001073,0.001237,0.00196,0.027307,0.029437,0.018261,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/room-64-64-16-even-5.scen
0.037324,15,29,7481,25518,3880,3875,0.002793,0.000339,0.003402,0.01285,0.018196,0.050116,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-10-random-23.scen
1.12567,27,53,316037,511124,22812,22794,0.006026,0.007608,0.094745,0.821672,0.832462,0.374209,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/brc202d-random-9.scen
0.268673,8,15,46411,112027,11451,11448,0.000813,0.003076,0.024725,0.130594,0.132337,0.122005,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/w_woundedcoast-even-15.scen
0.061677,14,27,12365,39783,4694,4687,0.001735,0.000877,0.006571,0.028216,0.031387,0.074239,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ht_mansion_n-random-19.scen
0.387536,9,17,62458,190589,21219,21209,0.002396,0.002868,0.027938,0.144743,0.148098,0.365807,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/brc202d-random-16.scen
0.010503,2,3,2748,8666,1991,1989,3.5e-05,5.8e-05,0.000258,0.001685,0.001733,0.022787,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ost003d-even-11.scen
0.155475,10,19,32672,102658,14269,14264,0.002493,0.001541,0.011947,0.050829,0.054414,0.324942,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/den520d-even-9.scen
0.004453,4,7,1308,3705,1095,1095,0.000168,5.2e-05,0.000346,0.001085,0.001409,0.014259,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-10-even-23.scen
0.004458,2,3,1418,3682,1280,1280,9.8e-05,1.8e-05,9.6e-05,0.00032,0.000453,0.016527,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-20-random-9.scen
0.003091,3,5,798,2451,624,622,0.000125,3.8e-05,0.000142,0.000588,0.000806,0.008799,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-48-48-even-23.scen
0.005172,3,5,1448,4302,1213,1213,0.000162,4.3e-05,0.000228,0.000881,0.001149,0.019192,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-10-even-7.scen
0.038835,57,113,4774,15373,559,545,0.006786,0.003893,0.0029,0.019751,0.034758,0.002519,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-16-16-even-14.scen
0.030552,2,3,6042,16718,5546,5546,0.000194,8.4e-05,0.000665,0.002278,0.002432,0.227936,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Paris_1_256-random-19.scen
0.0304,19,37,9921,27144,1828,1799,0.001399,0.001531,0.00256,0.021085,0.023984,0.016465,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/room-64-64-8-random-18.scen
1.79658,7,13,187719,249575,34755,34753,0.001988,0.00275,0.296331,0.699278,0.702084,0.513096,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/orz900d-even-13.scen
0.038695,6,11,11477,30081,3912,3905,0.000446,0.000615,0.002119,0.014769,0.015549,0.068772,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ost003d-random-15.scen
0.324788,51,101,75033,241231,6778,6724,0.006401,0.030578,0.03268,0.256532,0.270064,0.084217,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/lt_gallowstemplar_n-even-6.scen
0.028457,27,53,5745,19505,1576,1566,0.003472,0.001151,0.003205,0.01311,0.020325,0.009402,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-32-32-10-even-12.scen
0.047412,14,27,15861,42077,3238,3224,0.000999,0.001343,0.004133,0.027726,0.029682,0.037507,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ht_chantry-even-15.scen
0.001917,1,1,590,1746,545,545,1.7e-05,0,0,0,0,0.003693,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-32-32-10-random-20.scen
0.083432,29,57,24256,74305,2804,2783,0.003232,0.004905,0.006623,0.061224,0.067876,0.017698,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/den312d-even-25.scen
0.003629,15,28,612,1583,118,106,0.000628,0.000106,0.000284,0.001614,0.003034,0.00025,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-8-8-random-13.scen
0.103508,6,11,17048,47296,12230,12228,0.001572,0.000447,0.006546,0.018839,0.02066,0.537135,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Boston_0_256-random-22.scen
0.021531,2,3,4172,11771,3694,3694,0.000103,9.2e-05,0.000513,0.001959,0.002078,0.151946,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Paris_1_256-random-6.scen
0.015772,23,45,3039,9767,1007,995,0.002061,0.000447,0.001568,0.00718,0.011467,0.005982,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-32-32-20-even-18.scen
0.17424,10,19,40458,106384,17111,17110,0.002735,0.001121,0.014767,0.056797,0.060503,0.524558,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Berlin_1_256-even-7.scen
0.006509,3,5,1566,5285,1313,1313,0.000248,4.3e-05,0.000209,0.000859,0.001263,0.015914,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-48-48-even-13.scen
0.16061,18,35,38875,139317,10460,10448,0.002669,0.002225,0.012267,0.086097,0.090752,0.10758,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ost003d-even-18.scen
0.043337,1,1,3508,9995,3423,3423,2.7e-05,0,0,0,0,0.075795,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/brc202d-random-21.scen
0.000671,1,1,242,575,227,227,5e-06,0,0,0,0,0.001633,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-32-32-20-random-25.scen
0.17404,10,19,40438,115917,14078,14074,0.002922,0.000981,0.011698,0.062035,0.066041,0.368597,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/den520d-random-22.scen
0.006014,3,5,1598,5101,1326,1326,0.000226,3.5e-05,0.00019,0.000721,0.001096,0.015596,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-48-48-random-9.scen
0.001511,1,1,548,1386,538,538,6e-06,0,0,0,0,0.006842,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-10-even-14.scen
0.065366,1,1,5402,14710,5392,5392,4.3e-05,0,0,0,0,0.063501,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/w_woundedcoast-even-22.scen
0.01357,8,15,4488,12379,1233,1229,0.000356,0.000693,0.000807,0.007966,0.008699,0.009556,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/den312d-even-15.scen
0.093663,12,23,23193,78681,7120,7112,0.001462,0.001567,0.007832,0.049376,0.051995,0.096563,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/lak303d-random-16.scen
0.002566,3,5,816,2422,500,496,5.6e-05,5.7e-05,0.000145,0.001087,0.001198,0.001158,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/maze-32-32-2-random-4.scen
0.001852,6,11,521,1204,215,212,0.000117,7.7e-05,0.000133,0.000956,0.00122,0.001332,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/room-32-32-4-random-8.scen
0.154221,20,39,54735,156940,6974,6946,0.001659,0.005801,0.009926,0.10969,0.113727,0.071749,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/maze-128-128-10-even-3.scen
0.028316,21,41,6464,19287,2485,2478,0.002334,0.000705,0.003538,0.014036,0.018727,0.027888,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-20-random-11.scen
0.016126,5,9,5707,13607,2031,2026,0.000213,0.000342,0.000863,0.00629,0.006669,0.026103,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ht_chantry-even-6.scen
0.008909,8,15,3542,8490,748,724,0.000171,0.000415,0.000599,0.00623,0.006617,0.005948,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/room-64-64-8-random-7.scen
0.011326,4,7,3432,11898,1942,1941,0.000262,0.000173,0.000356,0.003644,0.004079,0.018579,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/room-64-64-16-even-1.scen
0.028506,8,15,6667,18458,3027,3024,0.000561,0.000396,0.002464,0.010499,0.011507,0.046788,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ht_mansion_n-random-1.scen
0.045505,24,47,12421,34381,3186,3179,0.003238,0.001122,0.004729,0.02423,0.030654,0.032119,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-20-even-23.scen
0.066838,2,3,14335,30676,5378,5376,7.4e-05,0.000391,0.001998,0.014923,0.015062,0.077109,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/brc202d-even-15.scen
0.002961,5,9,682,1963,433,432,0.000231,6.8e-05,0.000176,0.000946,0.001414,0.003281,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-32-32-20-even-6.scen
0.009124,1,1,2257,7073,2247,2247,1.6e-05,0,0,0,0,0.021982,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ost003d-even-14.scen
0.117661,10,19,20619,57777,12415,12410,0.002249,0.001059,0.013602,0.0399,0.043232,0.462327,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Boston_0_256-random-9.scen
0.079196,7,13,21483,51062,9369,9365,0.000956,0.000895,0.00644,0.029804,0.031241,0.311784,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Boston_0_256-even-5.scen
0.01227,9,17,5173,11754,840,831,0.000168,0.000704,0.000716,0.008657,0.009064,0.004733,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/den312d-even-19.scen
0.812913,2,3,32420,112128,26290,26290,0.000626,0.001632,0.062916,0.105419,0.105958,0.341273,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/orz900d-even-5.scen
0.005397,2,3,1642,4407,1472,1472,0.000109,2.8e-05,0.000123,0.000465,0.000611,0.019645,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-10-even-16.scen
0.08469,2,3,13440,39369,12474,12473,0.000821,8.3e-05,0.001252,0.003576,0.003931,0.536406,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Paris_1_256-random-14.scen
0.018328,1,1,3697,9893,3677,3677,5.4e-05,0,0,0,0,0.150289,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Berlin_1_256-random-13.scen
0.357579,14,27,66876,186839,12974,12958,0.002207,0.004033,0.033466,0.18177,0.185833,0.295353,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/brc202d-random-23.scen
0.074277,67,133,9802,35445,1983,1957,0.013462,0.003072,0.007149,0.033841,0.062691,0.013828,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-32-32-10-random-11.scen
0.000938,1,1,233,612,223,223,6e-06,0,0,0,0,0.004546,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-48-48-even-10.scen
2.78141,7,13,129957,566935,75063,75056,0.005198,0.00554,0.311101,0.67621,0.680443,0.912153,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/orz900d-even-5.scen
0.00808,6,11,2351,6515,1537,1536,0.00036,0.000121,0.000622,0.002569,0.003254,0.018006,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-10-even-17.scen
0.007897,13,25,2097,5214,544,530,0.000639,0.000413,0.0006,0.004646,0.006014,0.002672,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/room-32-32-4-even-7.scen
0.214916,19,37,41648,101886,14971,14957,0.004871,0.002782,0.028001,0.090409,0.098289,0.68721,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Boston_0_256-random-5.scen
0.007428,9,17,1524,4327,878,869,0.000849,8.8e-05,0.00077,0.002233,0.003901,0.006335,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-32-32-20-random-18.scen
0.38148,13,25,63211,217976,17884,17868,0.002363,0.003648,0.034325,0.180057,0.183787,0.295758,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/brc202d-random-3.scen
0.012231,2,3,3910,10123,2151,2150,3.7e-05,0.000106,0.000304,0.003234,0.003292,0.024956,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/lak303d-even-7.scen
0.007261,4,7,1950,6315,1273,1271,0.000314,7e-05,0.00029,0.00162,0.002219,0.016428,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-48-48-even-7.scen
0.004325,16,31,616,1567,102,95,0.000806,0.000243,0.000311,0.001956,0.003749,0.00025,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-8-8-even-12.scen
5.18679,16,31,357396,1431041,84872,84851,0.010907,0.017683,0.929356,2.66186,2.67558,0.84334,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/orz900d-even-18.scen
0.068149,3,5,12271,25405,4749,4749,0.000104,0.000499,0.003822,0.021332,0.021568,0.077803,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/brc202d-random-5.scen
0.000985,1,1,320,924,310,310,6e-06,0,0,0,0,0.004533,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-48-48-even-1.scen
2.46276,17,33,1393793,347645,28707,28697,0.00489,0.005594,0.081398,2.10446,2.11201,0.305132,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/w_woundedcoast-even-8.scen
0.191075,40,79,46049,135266,5586,5541,0.005009,0.012571,0.022871,0.140432,0.15073,0.087878,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/lt_gallowstemplar_n-random-4.scen
0.03979,2,3,6971,19379,6599,6599,0.000289,6e-05,0.000782,0.002071,0.002265,0.300501,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Berlin_1_256-random-4.scen
0.131646,26,51,27073,95533,7095,7083,0.004429,0.00293,0.01588,0.074383,0.082593,0.090679,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ht_mansion_n-even-12.scen
0.014755,15,29,4995,13231,1022,1005,0.000645,0.001784,0.001003,0.010158,0.01158,0.002552,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/maze-32-32-4-random-5.scen
0.007378,10,19,1486,4944,775,774,0.000878,0.00013,0.000537,0.002369,0.004135,0.007324,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-32-32-random-19.scen
0.57572,13,25,65409,195793,21796,21788,0.003796,0.004517,0.053464,0.215928,0.221783,0.366613,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/w_woundedcoast-random-4.scen
0.041369,45,89,8187,22285,1295,1259,0.006077,0.002633,0.003817,0.022223,0.035095,0.008648,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-32-32-20-random-20.scen
0.014493,5,9,4828,12083,1939,1934,0.000204,0.000242,0.000853,0.005211,0.005596,0.024614,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ht_chantry-even-21.scen
0.085255,40,79,20316,62857,3044,3014,0.005917,0.004456,0.007807,0.056438,0.068669,0.024678,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/den312d-random-12.scen
0.119107,11,21,19997,72515,12425,12425,0.002172,0.001126,0.011481,0.039457,0.042695,0.277741,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/den520d-even-19.scen
0.013895,25,49,1916,7174,456,449,0.002418,0.000611,0.001337,0.006127,0.011248,0.001936,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-16-16-even-21.scen
0.267107,17,33,58767,138057,19251,19236,0.005462,0.003036,0.032514,0.115134,0.123532,0.687877,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Boston_0_256-random-15.scen
15.2981,60,119,1089799,3956765,120663,120624,0.054383,0.186946,3.63165,10.3664,10.4474,1.74162,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/orz900d-random-20.scen
0.129113,29,57,25614,79356,6925,6912,0.005201,0.003093,0.017585,0.067748,0.077866,0.102515,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ht_mansion_n-random-9.scen
0.007827,10,19,1559,4993,827,823,0.000903,0.000144,0.000807,0.002542,0.004353,0.006684,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-32-32-10-random-15.scen
1.14418,5,9,51511,169165,25253,25251,0.001071,0.003956,0.210226,0.409951,0.412084,0.347216,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/orz900d-random-7.scen
0.003149,2,3,1034,2766,822,822,7.5e-05,3.4e-05,7.3e-05,0.000456,0.000564,0.012889,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-10-random-5.scen
0.056843,20,39,14486,39376,4018,4013,0.003986,0.000629,0.005597,0.026438,0.033971,0.048128,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-10-even-23.scen
1.88802,7,13,138807,386384,34857,34847,0.00203,0.003183,0.302944,0.644933,0.647563,0.5108,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/orz900d-random-9.scen
0.232718,16,31,59722,151989,14183,14174,0.00453,0.002109,0.019861,0.107828,0.115241,0.412713,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/den520d-random-8.scen
0.009409,6,11,2274,7293,1427,1426,0.00068,0.000102,0.000517,0.002118,0.003303,0.019587,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-48-48-random-2.scen
0.023007,18,35,6538,19592,1599,1588,0.001132,0.001232,0.002159,0.014335,0.016659,0.012895,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/den312d-random-7.scen
0.063008,6,11,50234,36428,3281,3273,0.00029,0.000672,0.001918,0.045232,0.045791,0.048576,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/lak303d-random-3.scen
0.028522,29,56,7042,19433,1147,1098,0.001863,0.004259,0.002027,0.020275,0.024318,0.003083,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/maze-32-32-2-even-5.scen
0.009917,5,9,3930,9882,883,874,0.000114,0.000446,0.000364,0.006569,0.006807,0.006671,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/room-64-64-16-even-6.scen
0.015536,46,88,2120,4701,183,134,0.002988,0.001399,0.001002,0.007543,0.014414,0.000372,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-8-8-even-22.scen
0.736968,21,41,73271,272803,26455,26444,0.006081,0.005291,0.093231,0.342051,0.351554,0.362804,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/w_woundedcoast-random-13.scen
0.107504,26,51,29147,83607,5466,5437,0.003823,0.004139,0.011426,0.064849,0.072366,0.075803,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ht_chantry-random-15.scen
0.181273,7,13,20390,62672,16006,16005,0.004748,0.000627,0.013708,0.031299,0.035011,0.677121,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Berlin_1_256-random-19.scen
0.088864,16,31,18757,59210,6092,6081,0.002082,0.001356,0.008228,0.041383,0.045221,0.086936,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/lt_gallowstemplar_n-random-12.scen
0.042605,21,41,14599,39920,2005,1970,0.001412,0.002853,0.00302,0.032087,0.035058,0.015706,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/room-64-64-8-even-5.scen
0.005,5,9,2382,4341,467,455,0.00011,0.000256,0.000181,0.003434,0.003681,0.00145,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/maze-32-32-4-even-14.scen
0.003421,1,1,938,2702,909,909,2.3e-05,0,0,0,0,0.016263,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-10-random-22.scen
0.009813,7,13,2738,8050,1660,1660,0.000446,0.000176,0.000848,0.003503,0.004404,0.018415,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-10-even-3.scen
0.046348,28,55,8923,27636,3389,3377,0.004407,0.000866,0.006073,0.020971,0.03002,0.037423,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-20-even-18.scen
0.003093,3,5,995,2505,655,652,5.4e-05,7.5e-05,0.000157,0.000974,0.00109,0.006467,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/room-64-64-8-even-11.scen
0.020629,21,41,3578,11689,1278,1273,0.002881,0.00043,0.00228,0.008317,0.014231,0.009765,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-32-32-10-random-19.scen
0.000378,1,1,117,337,107,107,4e-06,0,0,0,0,0.00051,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-16-16-even-12.scen
0.117943,6,11,18099,53061,14752,14749,0.00202,0.000442,0.007143,0.017953,0.020189,0.607377,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Paris_1_256-random-22.scen
0.007639,1,1,1202,3907,1190,1190,1e-05,0,0,0,0,0.018963,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/lt_gallowstemplar_n-even-14.scen
0.044729,23,45,6610,25682,3208,3205,0.005371,0.000407,0.004729,0.013769,0.024611,0.036299,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-48-48-even-4.scen
0.007108,6,11,2386,6658,765,751,0.000144,0.0007,0.000441,0.004618,0.00493,0.001142,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/maze-32-32-2-random-19.scen
0.067686,7,13,19196,59440,5877,5871,0.00065,0.000863,0.003844,0.031675,0.032773,0.063363,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ost003d-even-8.scen
0.028585,4,7,9555,23407,3312,3308,0.000189,0.00029,0.001237,0.011308,0.011609,0.047294,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ost003d-even-6.scen
4.50205,25,49,393466,1070291,42255,42238,0.00644,0.058333,1.30144,3.21029,3.22142,0.512047,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/orz900d-even-1.scen
0.025229,22,43,8156,19816,935,903,0.000945,0.002092,0.001301,0.019707,0.021815,0.002176,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/maze-32-32-2-even-15.scen
1.3894,33,65,214031,839482,34880,34853,0.010709,0.024186,0.130607,0.935525,0.956162,0.441455,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/brc202d-even-20.scen
0.011173,9,17,2817,7510,1679,1674,0.00074,0.000175,0.001072,0.003782,0.005213,0.02208,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-20-random-7.scen
0.024258,2,3,5497,12654,3090,3089,9.3e-05,0.000113,0.000546,0.003184,0.003291,0.15592,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Boston_0_256-even-22.scen
0.508964,12,23,63057,184155,22947,22934,0.003097,0.003819,0.050425,0.203926,0.208489,0.313316,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/w_woundedcoast-random-6.scen
0.001192,3,5,390,745,202,197,5.1e-05,3e-05,5.5e-05,0.000433,0.000544,0.00134,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/room-32-32-4-even-22.scen
0.380103,17,33,76647,205481,26680,26677,0.007682,0.002817,0.04131,0.149656,0.159909,0.762455,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Paris_1_256-even-12.scen
0.025458,2,3,6721,14677,3884,3883,0.000126,0.00012,0.000569,0.00442,0.004543,0.156391,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Boston_0_256-random-14.scen
0.005363,5,9,2510,4622,617,610,9.5e-05,0.000221,0.000285,0.003269,0.003484,0.006052,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/room-64-64-8-random-11.scen
0.027515,5,9,6378,24286,4468,4468,0.000262,0.000402,0.001697,0.008808,0.009236,0.046778,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ost003d-even-7.scen
0.029872,37,73,7054,18877,992,962,0.002256,0.005195,0.002397,0.020872,0.025887,0.003959,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/room-32-32-4-even-3.scen
0.010547,1,1,1772,4565,1762,1762,1.4e-05,0,0,0,0,0.079411,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Paris_1_256-random-10.scen
0.08794,6,11,112716,23026,2646,2639,0.000259,0.000371,0.000891,0.010013,0.010487,0.014593,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/room-64-64-16-even-19.scen
