runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,root g value,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
0.142217,9,17,25906,72627,14465,14462,0.002587,0.00092,0.011118,0.037016,0.040441,0.604664,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Berlin_1_256-random-10.scen
0.017681,17,33,3554,10788,1126,1120,0.002025,0.000481,0.001894,0.007689,0.011781,0.01001,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-32-32-even-15.scen
1.28436,4,7,48753,160663,30159,30155,0.001228,0.001404,0.141163,0.241933,0.243698,0.516753,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/orz900d-random-20.scen
0.01019,1,1,1514,4240,1504,1504,1.2e-05,0,0,0,0,0.050407,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/den520d-even-20.scen
0.003479,4,7,722,2274,545,545,0.000272,3.8e-05,0.000239,0.000701,0.001207,0.00604,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-32-32-random-21.scen
0.000889,1,1,269,756,259,259,5e-06,0,0,0,0,0.00455,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-48-48-even-7.scen
0.06086,23,45,10444,36262,4885,4875,0.005585,0.000608,0.007317,0.02251,0.033347,0.060601,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-10-even-19.scen
0.18746,29,57,56370,122454,8085,8070,0.00453,0.002891,0.019112,0.12296,0.131581,0.094763,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ht_mansion_n-even-14.scen
0.018619,6,11,7594,15533,1949,1944,0.000249,0.00031,0.001183,0.008858,0.009329,0.026805,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ht_chantry-even-18.scen
0.00466,3,5,1669,3623,972,971,0.000121,7.9e-05,0.00019,0.001042,0.001257,0.012737,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-20-even-6.scen
0.007953,3,5,3557,6774,1234,1232,0.000173,7.2e-05,0.00021,0.00255,0.002834,0.020175,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-10-random-14.scen
0.033223,34,67,4836,17540,1603,1585,0.005211,0.000734,0.003093,0.013637,0.024627,0.012531,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-32-32-10-random-11.scen
0.014455,1,1,2758,7245,2748,2748,2.1e-05,0,0,0,0,0.084826,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Paris_1_256-random-16.scen
0.003369,2,3,965,2579,863,863,6.9e-05,2.8e-05,9e-05,0.000368,0.000476,0.014429,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-10-even-15.scen
0.013126,11,21,2514,7581,1105,1102,0.001396,0.000118,0.001337,0.004066,0.006838,0.009176,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-32-32-10-even-7.scen
0.024336,2,3,4069,10513,3570,3570,0.000109,7.6e-05,0.000574,0.002241,0.002349,0.154285,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Boston_0_256-random-13.scen
0.112277,3,5,17573,47916,7701,7699,0.000277,0.000643,0.004556,0.026928,0.027347,0.148367,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/brc202d-random-21.scen
0.063401,4,7,11634,33516,9847,9847,0.000678,0.000349,0.003553,0.010504,0.01129,0.301859,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Paris_1_256-even-11.scen
0.001073,2,3,357,993,259,259,3.1e-05,2.3e-05,3e-05,0.000274,0.00033,0.002029,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-32-32-even-5.scen
0.065431,12,23,25055,65343,4921,4903,0.000702,0.002298,0.004429,0.042705,0.044109,0.052405,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/maze-128-128-10-even-18.scen
0.022604,1,1,5433,14536,5406,5406,7.5e-05,0,0,0,0,0.167892,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Boston_0_256-even-24.scen
0.001795,2,3,828,1689,393,391,3e-05,8e-05,3.4e-05,0.000629,0.000686,0.001163,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/maze-32-32-2-random-9.scen
0.033186,14,27,8546,24745,3594,3587,0.001955,0.00069,0.003084,0.014542,0.018288,0.033423,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-20-even-11.scen
0.011853,1,1,2258,5823,2248,2248,1.6e-05,0,0,0,0,0.080909,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Paris_1_256-random-7.scen
0.013411,2,3,4945,13280,4374,4373,5.7e-05,0.000103,0.000472,0.002368,0.002429,0.01802,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/maze-128-128-2-even-25.scen
0.039167,15,29,12229,30729,2813,2799,0.001111,0.001555,0.004097,0.023378,0.025506,0.045781,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ht_chantry-random-8.scen
0.011063,1,1,2250,5857,2240,2240,1.6e-05,0,0,0,0,0.078324,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Boston_0_256-random-4.scen
0.247787,29,57,91249,237677,8371,8330,0.003472,0.007961,0.018472,0.188195,0.195764,0.09701,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/maze-128-128-10-random-3.scen
0.121341,14,27,49111,125018,5937,5915,0.000793,0.005974,0.00692,0.090418,0.093046,0.047968,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/maze-128-128-10-even-19.scen
0.101317,4,7,18781,53068,13915,13915,0.00127,0.000311,0.004045,0.014149,0.015285,0.535859,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Paris_1_256-random-19.scen
0.028702,12,23,6341,20806,3328,3327,0.00198,0.000283,0.002619,0.009378,0.013114,0.043734,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-10-even-7.scen
0.00161,2,3,562,1644,473,473,2.9e-05,4.3e-05,5.9e-05,0.000351,0.000405,0.001153,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/maze-32-32-2-random-20.scen
0.037867,36,71,6006,20368,1468,1457,0.005918,0.001684,0.003381,0.01744,0.029802,0.012116,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-32-32-10-random-1.scen
0.112893,14,27,55903,114173,4836,4817,0.000761,0.003585,0.005499,0.082541,0.084585,0.047631,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/maze-128-128-10-even-1.scen
0.014705,12,23,5230,11918,1155,1136,0.000595,0.000445,0.001268,0.009474,0.010782,0.012405,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/room-64-64-8-random-2.scen
0.098644,10,19,29412,81797,7829,7823,0.001519,0.001206,0.006922,0.047531,0.050046,0.108779,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ost003d-random-12.scen
0.011569,35,67,1667,3630,169,136,0.002377,0.001058,0.000725,0.005133,0.010565,0.000378,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-8-8-random-4.scen
0.168417,3,5,23915,58220,10176,10172,0.000346,0.000695,0.006992,0.039478,0.039898,0.125399,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/w_woundedcoast-even-5.scen
0.198157,12,23,35599,104091,17734,17729,0.003993,0.00169,0.018503,0.065124,0.070683,0.698915,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Boston_0_256-random-18.scen
0.005412,24,47,812,2139,104,89,0.001012,0.000293,0.000398,0.002539,0.00479,0.000256,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-8-8-even-21.scen
0.133021,14,27,40003,114598,7897,7875,0.001607,0.002813,0.008835,0.080446,0.083326,0.09531,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/lak303d-random-1.scen
0.015854,8,15,4036,12152,2401,2400,0.000892,0.000165,0.001267,0.00488,0.006538,0.034329,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-10-even-1.scen
0.119082,27,53,34107,95188,4059,4037,0.001818,0.009293,0.011096,0.091054,0.094804,0.052798,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/lt_gallowstemplar_n-even-1.scen
0.019399,8,15,4095,13736,2901,2901,0.0011,0.000163,0.001406,0.004922,0.006897,0.040309,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-10-even-22.scen
0.018127,20,39,4253,11129,916,906,0.001901,0.000778,0.001322,0.009664,0.013657,0.006668,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-32-32-20-even-10.scen
0.016229,2,3,5553,11107,2432,2430,4.1e-05,0.000134,0.000409,0.00379,0.003866,0.077972,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Boston_0_256-even-13.scen
0.763907,15,29,79066,280957,31100,31090,0.00599,0.003861,0.072206,0.300418,0.308606,0.424434,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/w_woundedcoast-even-24.scen
0.15725,33,65,32397,103588,7546,7527,0.005837,0.002654,0.021092,0.09057,0.101913,0.10551,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ht_mansion_n-random-17.scen
0.017822,5,9,5045,12114,1928,1926,0.0002,0.000312,0.001098,0.007026,0.007392,0.03204,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ht_mansion_n-even-3.scen
0.021894,22,43,4285,12943,1117,1112,0.002549,0.000652,0.001621,0.010718,0.016041,0.009268,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-32-32-10-random-17.scen
4.08192,20,39,341311,956984,52323,52311,0.007661,0.019129,1.01426,2.41142,2.42671,0.683248,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/orz900d-random-4.scen
0.042125,29,57,11747,33230,2253,2204,0.002726,0.002089,0.004461,0.027865,0.033526,0.022857,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/room-64-64-8-random-10.scen
0.031098,19,37,5691,17394,2999,2993,0.003051,0.000478,0.00353,0.011263,0.017316,0.040871,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-20-random-24.scen
0.097586,81,161,17986,49668,1698,1640,0.012831,0.013093,0.008408,0.059454,0.087437,0.011471,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-32-32-20-random-23.scen
0.021416,4,7,10651,22423,2431,2426,9.9e-05,0.000593,0.000747,0.012102,0.012312,0.026302,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/maze-128-128-10-random-4.scen
0.205329,17,33,37766,126886,16109,16105,0.004698,0.001558,0.022007,0.079874,0.087154,0.371103,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/den520d-even-19.scen
0.014095,11,21,3252,8991,1768,1764,0.000967,0.000245,0.001424,0.004983,0.006858,0.025151,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-20-even-17.scen
0.006607,5,9,1414,4663,847,844,0.000478,5.3e-05,0.000441,0.001702,0.002595,0.008077,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-32-32-even-10.scen
0.442176,2,3,23686,65276,17945,17943,0.000217,0.000684,0.046234,0.0817,0.081966,0.172265,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/orz900d-even-1.scen
0.098353,19,37,21891,69373,5493,5476,0.002345,0.00419,0.009209,0.055159,0.059526,0.084726,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/lt_gallowstemplar_n-random-20.scen
0.015942,11,21,3976,11403,2200,2196,0.000953,0.000334,0.001545,0.006131,0.007991,0.023785,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-20-even-3.scen
0.068599,1,1,5406,16337,5396,5396,4.6e-05,0,0,0,0,0.067273,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/w_woundedcoast-random-13.scen
0.001212,1,1,375,1081,365,365,6e-06,0,0,0,0,0.004601,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-48-48-random-11.scen
0.001744,2,3,458,1384,305,304,8.4e-05,1.2e-05,6.6e-05,0.000321,0.000448,0.004041,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-32-32-random-17.scen
0.008686,7,13,3143,7828,695,687,0.000168,0.000984,0.000328,0.005975,0.006331,0.001445,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/maze-32-32-4-even-15.scen
0.213227,14,27,53177,151981,14546,14539,0.003383,0.002886,0.016794,0.099674,0.105021,0.322302,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/den520d-even-17.scen
0.007705,4,7,2183,6181,1534,1534,0.000255,9.5e-05,0.000413,0.002006,0.002448,0.020428,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-10-even-2.scen
0.014133,9,17,4606,12317,1266,1254,0.000412,0.000412,0.000935,0.008055,0.008896,0.012863,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/room-64-64-8-even-13.scen
1.54823,7,13,157076,371389,28958,28952,0.001347,0.006213,0.305609,0.738726,0.741807,0.350447,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/orz900d-random-16.scen
1.49068,5,9,212293,170212,27588,27586,0.001298,0.002296,0.187709,0.440217,0.441769,0.514605,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/orz900d-random-9.scen
0.064734,41,81,23239,52131,1248,1180,0.001787,0.010147,0.00395,0.055996,0.060068,0.002351,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/maze-32-32-2-random-24.scen
0.172803,38,75,45005,135146,6199,6165,0.006471,0.008613,0.019516,0.120208,0.133151,0.074379,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ht_chantry-random-15.scen
3.25553,13,25,286742,694325,64161,64154,0.005867,0.011014,0.647932,1.56289,1.57082,0.69461,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/orz900d-even-16.scen
0.006838,2,3,2364,4545,986,984,3.3e-05,6.6e-05,0.000169,0.001504,0.001556,0.015148,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ht_chantry-random-14.scen
0.200176,15,29,43112,123464,14902,14896,0.004099,0.001723,0.01858,0.076173,0.082634,0.376323,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/den520d-even-15.scen
0.07488,5,8,31566,55086,5463,5449,0.000506,0.000363,0.002176,0.042583,0.043297,0.093185,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ost003d-random-10.scen
0.012139,7,13,2495,8767,1666,1665,0.000768,0.000111,0.000757,0.002907,0.004343,0.021967,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-48-48-random-3.scen
0.011547,35,66,1583,3457,173,136,0.001985,0.001286,0.000727,0.005716,0.010456,0.000423,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-8-8-even-1.scen
0.356534,33,65,88780,212552,16063,16052,0.008678,0.003154,0.048786,0.201762,0.217304,0.418661,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/den520d-random-9.scen
0.026074,6,11,7889,18961,2083,2074,0.000258,0.00057,0.001608,0.012914,0.013405,0.036313,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/lt_gallowstemplar_n-random-13.scen
0.046684,2,3,11449,34455,9516,9516,0.0003,0.000143,0.000973,0.004301,0.004486,0.229241,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Paris_1_256-even-9.scen
0.013698,3,5,5198,9908,1736,1734,5.7e-05,0.000135,0.000584,0.004503,0.004617,0.028218,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/lak303d-random-10.scen
0.168057,8,15,44478,106641,16265,16254,0.002199,0.001109,0.011554,0.056131,0.058948,0.542224,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Boston_0_256-even-11.scen
0.011051,1,1,1813,4578,1803,1803,1.4e-05,0,0,0,0,0.078495,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Boston_0_256-random-16.scen
0.255394,21,41,40859,118720,19116,19113,0.006903,0.002442,0.034408,0.093105,0.10416,0.755897,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Berlin_1_256-random-8.scen
0.008692,5,9,2632,8411,1265,1263,0.000219,0.000169,0.000416,0.003053,0.003466,0.015777,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/room-64-64-16-random-5.scen
0.211862,43,85,56801,159047,6859,6813,0.008135,0.009621,0.024681,0.145046,0.161296,0.088132,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ht_chantry-random-25.scen
0.004136,2,3,1030,2858,853,853,7.2e-05,3.6e-05,9e-05,0.000498,0.00061,0.009705,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/den312d-even-11.scen
0.006166,10,19,1701,3952,495,483,0.000511,0.000285,0.000434,0.003435,0.004543,0.002648,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/room-32-32-4-even-20.scen
0.044183,5,9,17231,43342,3891,3885,0.000282,0.000565,0.001913,0.022593,0.023087,0.046327,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ost003d-random-21.scen
1.95099,7,13,74355,277573,41829,41828,0.002956,0.00445,0.285139,0.520354,0.525032,0.682602,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/orz900d-random-18.scen
0.0331,34,67,9220,22223,1088,1062,0.003164,0.002354,0.003155,0.02126,0.027804,0.006485,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-32-32-20-even-23.scen
0.069599,36,71,12219,36780,3883,3870,0.007868,0.002041,0.008685,0.032515,0.048495,0.052479,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-20-random-25.scen
0.019724,2,3,8693,14436,2686,2684,4.2e-05,0.000146,0.000456,0.005192,0.005255,0.079431,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Boston_0_256-even-20.scen
0.004036,5,9,1258,3643,532,530,0.000106,0.000257,0.000183,0.002134,0.002349,0.001161,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/maze-32-32-2-even-17.scen
0.00667,1,1,1083,3064,1066,1066,1e-05,0,0,0,0,0.017546,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ht_mansion_n-even-13.scen
2.54741,56,111,381805,1512543,33562,33520,0.025478,0.098398,0.284597,1.96834,2.02027,0.661777,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/brc202d-random-7.scen
1.00225,22,43,173582,641669,34521,34503,0.00734,0.010601,0.083479,0.557558,0.569771,0.445471,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/brc202d-even-9.scen
0.029345,1,1,5964,17561,5934,5934,0.000128,0,0,0,0,0.241489,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Berlin_1_256-random-4.scen
0.147182,25,49,48383,135557,5133,5101,0.001843,0.006793,0.010608,0.109523,0.113341,0.052298,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/lt_gallowstemplar_n-even-18.scen
0.001583,1,1,462,1405,409,409,1.6e-05,0,0,0,0,0.00405,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-32-32-even-1.scen
0.029859,49,97,3711,12219,533,520,0.005533,0.002312,0.00233,0.014033,0.026096,0.002538,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-16-16-even-9.scen
1.22402,6,11,74351,200238,22918,22914,0.001008,0.004939,0.257191,0.515859,0.518052,0.344294,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/orz900d-random-7.scen
0.076105,39,77,14316,44793,3941,3916,0.008406,0.001993,0.009123,0.037248,0.054634,0.050186,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-20-random-24.scen
0.012292,1,1,2324,6658,2314,2314,1.7e-05,0,0,0,0,0.049176,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/den520d-even-18.scen
0.019731,1,1,4136,10435,3643,3643,5.3e-05,0,0,0,0,0.153439,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Paris_1_256-random-12.scen
0.030117,2,3,7085,20352,5824,5823,0.000156,0.000177,0.000697,0.003528,0.003675,0.155477,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Paris_1_256-even-6.scen
0.071385,4,7,16801,48808,11348,11345,0.000694,0.000385,0.003378,0.014027,0.014765,0.31017,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Boston_0_256-even-19.scen
0.109293,5,9,19164,55810,14276,14274,0.001529,0.000517,0.005682,0.017205,0.018744,0.543593,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Paris_1_256-random-14.scen
0.050662,5,9,15257,45286,5892,5890,0.000459,0.000688,0.002211,0.020075,0.020767,0.066297,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ost003d-even-2.scen
0.011132,9,17,1771,6928,1253,1253,0.001251,8.9e-05,0.000894,0.002477,0.004902,0.01229,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-32-32-random-21.scen
0.01739,2,3,3107,10206,2827,2827,0.000132,4.5e-05,0.000344,0.001323,0.001465,0.049239,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ht_mansion_n-random-13.scen
0.256421,10,19,53297,135210,11266,11252,0.001235,0.002349,0.022313,0.12432,0.126471,0.220522,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/brc202d-random-3.scen
0.019558,1,1,4044,10501,3999,3999,5.6e-05,0,0,0,0,0.149876,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Berlin_1_256-even-4.scen
1.26748,27,53,193563,805328,35875,35840,0.010426,0.016193,0.117773,0.773765,0.79218,0.510897,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/brc202d-even-25.scen
0.064194,28,55,10851,34480,4115,4103,0.006964,0.000799,0.008003,0.027271,0.041359,0.059894,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-10-random-7.scen
0.001625,4,7,585,1200,246,242,7.5e-05,5.6e-05,9.2e-05,0.000754,0.000923,0.00135,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/room-32-32-4-random-15.scen
0.152283,9,17,24726,71104,17116,17109,0.002875,0.001117,0.014382,0.037387,0.041068,0.607803,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Paris_1_256-random-6.scen
0.011245,1,1,1966,5053,1898,1898,1.4e-05,0,0,0,0,0.047804,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/den520d-even-2.scen
0.00867,1,1,1894,6296,1876,1876,1.4e-05,0,0,0,0,0.027444,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/lak303d-even-10.scen
0.023499,9,17,8887,20011,2008,1998,0.000389,0.000755,0.001729,0.012942,0.013713,0.026987,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ht_chantry-random-23.scen
0.484176,64,127,106783,353848,9058,9015,0.013316,0.036487,0.053511,0.381094,0.408063,0.118812,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/lt_gallowstemplar_n-even-4.scen
0.108501,18,35,43517,98484,5250,5229,0.001501,0.006281,0.008635,0.081769,0.085098,0.071277,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/maze-128-128-10-random-23.scen
0.061676,29,57,10012,33817,4189,4178,0.00674,0.000764,0.007795,0.025612,0.039298,0.05952,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-10-random-25.scen
0.375334,20,39,93854,251330,22370,22365,0.006953,0.003567,0.032897,0.162836,0.173713,0.458743,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/den520d-even-19.scen
0.835609,26,51,397827,251179,17929,17912,0.00867,0.003339,0.042334,0.655823,0.670563,0.46078,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/den520d-random-5.scen
0.067,28,55,13117,42662,4477,4473,0.00597,0.000831,0.008251,0.029526,0.041314,0.05596,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-10-even-6.scen
0.010059,1,1,1625,4116,1615,1615,1.2e-05,0,0,0,0,0.079032,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Boston_0_256-random-9.scen
0.290252,28,55,106893,282634,7896,7856,0.002317,0.01612,0.014919,0.228685,0.236249,0.072078,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/maze-128-128-10-even-3.scen
0.296331,30,59,75598,245643,12553,12529,0.005477,0.005613,0.029582,0.193881,0.204005,0.137768,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ost003d-even-14.scen
0.074514,59,117,10350,38702,2224,2211,0.012908,0.002038,0.009506,0.03137,0.058795,0.019435,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-32-32-random-2.scen
0.000781,2,3,234,627,176,176,2.7e-05,1.6e-05,2.5e-05,0.000141,0.000195,0.002029,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-32-32-even-25.scen
1.20535,27,53,209691,712043,32458,32435,0.009043,0.020575,0.113611,0.775602,0.793546,0.437571,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/brc202d-even-14.scen
0.027008,5,9,5839,16821,3002,3000,0.000381,0.000459,0.001683,0.008799,0.009406,0.046691,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ht_mansion_n-random-1.scen
0.038418,25,49,8504,24830,2830,2823,0.003622,0.000992,0.004646,0.018877,0.025973,0.033174,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-20-even-23.scen
0.414627,13,25,47533,139777,15800,15792,0.002349,0.002945,0.046176,0.179876,0.18378,0.248709,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/w_woundedcoast-random-15.scen
0.003365,3,5,1056,2866,644,641,5.8e-05,9.7e-05,0.000146,0.001251,0.001368,0.006431,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/room-64-64-8-random-6.scen
0.018041,6,11,3924,11034,1961,1960,0.000255,0.000302,0.001666,0.006415,0.0069,0.031914,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ht_mansion_n-random-23.scen
0.019376,1,1,3816,10300,3796,3796,5.6e-05,0,0,0,0,0.157893,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/Boston_0_256-random-20.scen
0.001728,4,7,381,1147,211,211,0.000164,2e-05,0.000108,0.000381,0.000713,0.001025,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/empty-16-16-random-12.scen
0.051018,21,41,9057,31291,4311,4303,0.004578,0.000536,0.00597,0.018865,0.027821,0.054621,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/random-64-64-10-even-19.scen
0.006304,2,3,1707,3853,1009,1007,3.4e-05,4.5e-05,0.000187,0.00119,0.001244,0.014817,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/ht_chantry-even-4.scen
1.21113,25,49,200196,803191,31764,31735,0.008016,0.018663,0.100173,0.786663,0.802628,0.440243,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/brc202d-even-3.scen
2.21583,10,19,112639,348070,38834,38825,0.003377,0.00385,0.436683,0.794529,0.799675,0.688378,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/orz900d-random-13.scen
0.710279,84,167,186448,518634,5560,5440,0.022371,0.095045,0.050084,0.626247,0.674447,0.041675,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/room-64-64-16-random-10.scen
0.021245,10,19,6894,19322,1321,1311,0.000564,0.000841,0.001304,0.013819,0.01498,0.009614,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/den312d-even-25.scen
0.156003,26,51,48871,131990,4789,4761,0.002077,0.009492,0.012789,0.120283,0.124531,0.05612,PBS with SIPP,/home/harshit/Code/MAPFAST/scenes/lt_gallowstemplar_n-even-13.scen
